name,pop_2008,pop_2018,bagrut_2018,academic_2018,academic_2008,bagrut_2008,shnot_limud_16_plus_2008,shnot_limud_16_plus_2018,year_median_imcome_2018,year_median_imcome_2008,mounth_median_imcome_2008,mounth_median_imcome_2018,groth_rate,bagrut_groth_rate,academic_groth_rate,income_groth_rate,shiur_bagrut_2008,shiur_bagrut_2018,shiur_academic_2008,shiur_academic_2018,pop_groth_rate,e_s_normal_grouth
פתח תקווה 222,3000,2981,1309,717,638,1308,1892,1779,98200,71700,6300,8800,-.0063333333333333,.000764525993883769,.123824451410658,.396825396825397,43.6,43.9114391143911,21.2666666666667,24.0523314324052,-.63333333333333,1
פתח תקווה 221,2468,3118,1559,958,702,1207,1356,1619,118100,87700,8000,10600,.263371150729335,.291632145816073,.364672364672365,.325,48.9059967585089,50,28.4440842787682,30.7248236048749,26.3371150729335,0
פתח תקווה 213,1266,1348, , , , , , , , , , ,.0647709320695102, , , , , , , ,6.47709320695102,0
פתח תקווה 212,2453,7186,3546,2235,726,1167,1230,3540,132700,105200,9300,11900,1.92947411333062,2.03856041131105,2.07851239669421,.279569892473118,47.5743986954749,49.3459504592263,29.5964125560538,31.1021430559421,192.947411333062,0
פתח תקווה 211,11073,12669,6028,3600,2926,4878,5745,6407,130800,106800,9400,11800,.144134380926578,.235752357523575,.230348598769651,.25531914893617,44.0531021403414,47.5807088167969,26.424636503206,28.4158181387639,14.4134380926578,1
פתח תקווה 146,1513,1420, , , , , , , , , , ,-.0614672835426305, , , , , , , ,-6.14672835426305,0
פתח תקווה 145,3425,3303,1362,628,653,1431,2130,2035,82700,59400,5400,7400,-.0356204379562044,-.0482180293501048,-.0382848392036753,.37037037037037,41.7810218978102,41.2352406902816,19.0656934306569,19.0130184680593,-3.56204379562044,1
פתח תקווה 144,2297,2118,784,342,345,849,1524,1366,82200,61400,5400,7300,-.0779277318241184,-.0765606595995288,-.00869565217391299,.351851851851852,36.9612538093165,37.0160528800755,15.0195907705703,16.1473087818697,-7.79277318241184,1
פתח תקווה 143,2968,2824,1279,664,609,1291,1859,1775,96200,67300,5900,8500,-.0485175202156334,-.00929512006196742,.090311986863711,.440677966101695,43.4973045822102,45.2903682719547,20.5188679245283,23.5127478753541,-4.85175202156334,1
פתח תקווה 142,1356,1389, , , , , , , , , , ,.0243362831858407, , , , , , , ,2.43362831858407,0
פתח תקווה 141,1541,1601, , , , , , , , , , ,.0389357560025958, , , , , , , ,3.89357560025958,0
פתח תקווה 134,2196,1999, , ,270,628,1162, , ,57000,5400, ,-.0897085610200364, , , ,28.5974499089253, ,12.2950819672131, ,-8.97085610200364,0
פתח תקווה 133,2408,2182,994,541,512,1141,1573,1304,102100,69100,6200,8800,-.0938538205980066,-.128834355828221,.056640625,.419354838709677,47.3837209302326,45.5545371219065,21.2624584717608,24.7937671860678,-9.38538205980066,1
פתח תקווה 132,758,836, , , , , , , , , , ,.102902374670185, , , , , , , ,10.2902374670185,0
פתח תקווה 131,3799,5129,2543,1479,939,1744,2143,2890,121700,89100,8100,10900,.350092129507765,.458142201834862,.575079872204473,.345679012345679,45.9068175835746,49.5808149736791,24.7170307975783,28.8360304152856,35.0092129507765,0
פתח תקווה 127,2092,2287,772,383,234,596,1311,1419,83100,58900,5600,7600,.0932122370936903,.295302013422819,.636752136752137,.357142857142857,28.4894837476099,33.7560122431132,11.1854684512428,16.7468299081767,9.32122370936903,1
פתח תקווה 123,3427,3590,1685,1031,768,1281,1652,1857,137500,110600,9900,12400,.0475634665888531,.315378610460578,.342447916666667,.252525252525253,37.3796323314853,46.9359331476323,22.4102713743799,28.7186629526462,4.75634665888531,1
פתח תקווה 122,4949,4906,2212,1254,1194,1930,2469,2628,130000,108800,9600,11400,-.00868862396443726,.146113989637306,.050251256281407,.1875,38.9977773287533,45.0876477782307,24.1260860779956,25.5605381165919,-.868862396443726,1
פתח תקווה 121,4085,18979,7986,5032,1130,1695,1884,8462,148600,127900,11400,13100,3.64602203182375,3.71150442477876,3.45309734513274,.149122807017544,41.4932680538556,42.0780863059171,27.6621787025704,26.5135149375626,364.602203182375,0
פתח תקווה 115,2021,14098,6023,3503,331,752,1236,7366,122700,71400,6300,10800,5.97575457694211,7.0093085106383,9.58308157099698,.714285714285714,37.2093023255814,42.722371967655,16.3780306778822,24.8474960987374,597.575457694211,0
פתח תקווה 114,3808,3701,1590,718,684,1558,2395,2376,85300,62200,5500,7600,-.0280987394957983,.0205391527599486,.0497076023391814,.381818181818182,40.9138655462185,42.9613617941097,17.9621848739496,19.4001621183464,-2.80987394957983,1
פתח תקווה 113,11706,6253,2531,1313,2196,4132,5129,3328,119400,98000,9000,10500,-.465829489150863,-.387463697967086,-.402094717668488,.166666666666667,35.2981377071587,40.476571245802,18.7596104561763,20.997920997921,-46.5829489150863,1
פתח תקווה 112,4710,4481,1852,870,767,1795,2974,2894,88300,67400,6000,7800,-.048619957537155,.0317548746518106,.134289439374185,.3,38.1104033970276,41.3300602544075,16.2845010615711,19.415309082794,-4.8619957537155,1
פרי גן,144,242, , , , , , , , , , ,.680555555555556, , , , , , , ,68.0555555555556,0
פרזון,285,326, , , , , , , , , , ,.143859649122807, , , , , , , ,14.3859649122807,0
פרוד,275,566, , , , , , , , , , ,1.05818181818182, , , , , , , ,105.818181818182,0
פרדסייה,5486,5830,2979,1587,1029,2241,3261,3624,105600,67800,6400,9500,.0627050674444039,.329317269076305,.542274052478134,.484375,40.8494349252643,51.0977701543739,18.7568355814801,27.221269296741,6.27050674444039,1
פרדס חנה-כרכור 9,5116,6075,1834,778,435,1345,3239,3673,78200,51800,4800,7000,.187451133698202,.363568773234201,.788505747126437,.458333333333333,26.2900703674746,30.1893004115226,8.5027365129007,12.8065843621399,18.7451133698202,1
פרדס חנה-כרכור 8,4552,4998,1876,797,564,1456,2767,3201,78500,58400,5200,7000,.0979789103690685,.288461538461539,.413120567375886,.346153846153846,31.9859402460457,37.5350140056022,12.390158172232,15.9463785514206,9.79789103690685,1
פרדס חנה-כרכור 7,3705,3612,1430,769,545,1087,1819,2140,76100,57000,5500,7400,-.0251012145748988,.315547378104876,.411009174311927,.345454545454545,29.3387314439946,39.5902547065338,14.7098515519568,21.2901439645626,-2.51012145748988,1
פרדס חנה-כרכור 6,2604,3216,1195,625,405,915,1626,1847,85500,63500,5800,7700,.235023041474654,.306010928961749,.54320987654321,.327586206896552,35.1382488479263,37.157960199005,15.5529953917051,19.43407960199,23.5023041474654,1
פרדס חנה-כרכור 5,3093,3515,1368,707,469,1068,1877,2056,81700,60100,5500,7600,.136437116068542,.280898876404494,.507462686567164,.381818181818182,34.529582929195,38.9189189189189,15.1632719043,20.1137980085349,13.6437116068542,1
פרדס חנה-כרכור 4,1211,1510, , , , , , , , , , ,.246903385631709, , , , , , , ,24.6903385631709,0
פרדס חנה-כרכור 3,4056,5367,2387,1357,786,1531,2274,2903,99900,65100,6100,8900,.323224852071006,.559111691704768,.7264631043257,.459016393442623,37.7465483234714,44.4754984162474,19.3786982248521,25.2841438419974,32.3224852071006,0
פרדס חנה-כרכור 2,3558,4183,1788,1015,671,1281,1970,2205,100600,74900,6900,9100,.17566048341765,.395784543325527,.512667660208644,.318840579710145,36.0033726812816,42.7444417881903,18.8589094997189,24.2648816638776,17.566048341765,1
פרדס חנה-כרכור 10,2477,5040,2028,1102,385,908,1429,2642,94100,61700,5500,8500,1.03471941865159,1.23348017621145,1.86233766233766,.545454545454545,36.6572466693581,40.2380952380952,15.5429955591441,21.8650793650794,103.471941865159,0
פקיעין חדשה,360,548, , , , , , , , , , ,.522222222222222, , , , , , , ,52.2222222222222,0
פקיעין (בוקייעה),5370,5814,1998,753,431,1200,3005,3716,73700,53900,5000,6800,.0826815642458101,.665,.747099767981439,.36,22.3463687150838,34.3653250773994,8.02607076350093,12.9514963880289,8.26815642458101,1
פצאל,205,283, , , , , , , , , , ,.380487804878049, , , , , , , ,38.0487804878049,0
"פעמי תש""ז",376,558, , , , , , , , , , ,.484042553191489, , , , , , , ,48.4042553191489,0
פסוטה,2865,3148,1052,482,258,616,1675,2091,83800,52600,4900,7500,.0987783595113438,.707792207792208,.868217054263566,.530612244897959,21.500872600349,33.418043202033,9.00523560209424,15.3113087674714,9.87783595113438,1
פסגות,1503,1902, , , , , , , , , , ,.265469061876247, , , , , , , ,26.5469061876247,0
פני חבר,361,586, , , , , , , , , , ,.623268698060942, , , , , , , ,62.3268698060942,0
פלמחים,429,658, , , , , , , , , , ,.533799533799534, , , , , , , ,53.3799533799534,0
פטיש,713,909, , , , , , , , , , ,.274894810659187, , , , , , , ,27.4894810659187,0
פורת,1047,1256, , , , , , , , , , ,.199617956064947, , , , , , , ,19.9617956064947,0
פורייה עילית,637,1117, , , , , , , , , , ,.753532182103611, , , , , , , ,75.3532182103611,0
פורייה - נווה עובד,830,1200, , , , , , , , , , ,.44578313253012, , , , , , , ,44.578313253012,0
פורייה - כפר עבודה,280,375, , , , , , , , , , ,.339285714285714, , , , , , , ,33.9285714285714,0
פוריידיס,10802,13086,2963,672,319,1422,5587,7766,62200,43300,4300,5700,.211442325495279,1.08368495077356,1.10658307210031,.325581395348837,13.1642288465099,22.6425187222986,2.95315682281059,5.13525905547914,21.1442325495279,1
פדיה,629,818, , , , , , , , , , ,.300476947535771, , , , , , , ,30.0476947535771,0
פדויים,412,497, , , , , , , , , , ,.206310679611651, , , , , , , ,20.6310679611651,0
פדואל,1080,1910, , , , , , , , , , ,.768518518518519, , , , , , , ,76.8518518518519,0
פארן,395,480, , , , , , , , , , ,.215189873417722, , , , , , , ,21.5189873417722,0
עתניאל,780,1038, , , , , , , , , , ,.330769230769231, , , , , , , ,33.0769230769231,0
עתלית,5035,8047,3111,1784,677,1523,2979,4315,106900,59500,5500,9500,.598212512413108,1.04267892317794,1.63515509601182,.727272727272727,30.2482621648461,38.6603703243445,13.4458788480636,22.1697527028706,59.8212512413108,0
עשרת,1009,998, , , , , , , , , , ,-.0109018830525273, , , , , , , ,-1.09018830525273,0
ערערה-בנגב,11532,17639,2252,641,173,755,3648,7247,56000,43200,4800,6000,.529569892473118,1.98278145695364,2.70520231213873,.25,6.54699965313909,12.7671636714099,1.50017343045439,3.63399285673791,52.9569892473118,0
ערערה,21663,24905,6422,2493,1376,3746,10763,14297,62600,45300,4400,5800,.149656095646956,.714361986118526,.811773255813953,.318181818181818,17.2921571342843,25.7859867496487,6.35184415824216,10.0100381449508,14.9656095646956,1
ערוגות,945,1164, , , , , , , , , , ,.231746031746032, , , , , , , ,23.1746031746032,0
ערד 6,5123,5517,2322,1015,1088,2364,3032,3251,82300,66000,6000,7500,.0769080616826079,-.0177664974619289,-.0670955882352942,.25,46.1448370095647,42.0880913539967,21.2375561194613,18.3976798984956,7.69080616826079,1
ערד 5,4875,5387,1746,706,785,1936,2928,3026,67900,57800,5400,6300,.105025641025641,-.0981404958677686,-.100636942675159,.166666666666667,39.7128205128205,32.411360683126,16.1025641025641,13.1056246519399,10.5025641025641,1
ערד 3,5063,6373,1981,745,723,2070,3252,3809,64200,48300,4600,6000,.258739877542959,-.0429951690821256,.0304287690179805,.304347826086957,40.8848508789255,31.0842617291699,14.2800711040885,11.6899419425702,25.8739877542959,0
ערד 2,3578,4284,1266,479,628,1656,2406,2606,61500,50100,4700,5800,.197316936836221,-.235507246376812,-.237261146496815,.234042553191489,46.2828395751817,29.5518207282913,17.551704863052,11.1811391223156,19.7316936836221,1
ערד 1,4764,4889,1678,720,715,1658,2615,2749,70200,53200,4900,6300,.026238455079765,.0120627261761157,.00699300699300709,.285714285714286,34.8026868178002,34.3219472284721,15.0083963056255,14.7269380241358,2.6238455079765,1
ערב אל נעים,640,788, , , , , , , , , , ,.23125, , , , , , , ,23.125,0
עראמשה*,1350,1661, , , , , , , , , , ,.23037037037037, , , , , , , ,23.037037037037,0
עראבה,20623,25369,6101,2695,1385,2986,9792,13876,55000,41100,4200,5500,.23013140668186,1.04320160750167,.945848375451263,.30952380952381,14.4789797798574,24.0490362253144,6.71580274450856,10.623201545193,23.013140668186,1
עצמון שגב,879,1120, , , , , , , , , , ,.274175199089875, , , , , , , ,27.4175199089875,0
עץ אפרים,669,2292,854,507, , , ,962,106900, , ,9400,2.42600896860987, , , , ,37.260034904014, ,22.1204188481675,242.600896860987,0
עפרה,3151,3039,1352,658,479,960,1112,1438,71400,49000,4700,6600,-.0355442716597906,.408333333333333,.373695198329854,.404255319148936,30.4665185655347,44.4883185258309,15.2015233259283,21.6518591641988,-3.55442716597906,1
עפולה 26,4210,4938,1827,804,550,1418,2570,3114,83800,55400,5100,7700,.1729216152019,.288434414668547,.461818181818182,.509803921568627,33.6817102137767,36.9987849331713,13.0641330166271,16.2818955042527,17.29216152019,1
עפולה 25,4833,5148,1854,798,594,1585,2975,3216,78500,55100,5100,7000,.0651769087523277,.169716088328076,.343434343434343,.372549019607843,32.7953651975998,36.013986013986,12.2905027932961,15.5011655011655,6.51769087523277,1
עפולה 24,3993,4663,1841,717,562,1561,2537,3040,72200,55100,5000,6500,.167793638868019,.179372197309417,.275800711743772,.3,39.0934134735788,39.4810208020588,14.0746306035562,15.3763671456144,16.7793638868019,1
עפולה 23,5487,5723,2130,967,783,1971,3565,3700,77100,58200,5200,6900,.043010752688172,.0806697108066972,.234993614303959,.326923076923077,35.9212684527064,37.2182421806745,14.2700929469656,16.8967324829635,4.3010752688172,1
עפולה 21,5040,8325,3206,1301,622,1880,3446,5477,77200,50400,4700,7000,.651785714285714,.70531914893617,1.09163987138264,.48936170212766,37.3015873015873,38.5105105105105,12.3412698412698,15.6276276276276,65.1785714285714,0
עפולה 16,3810,3870,945,312,274,864,2279,2503,66500,42600,4200,6200,.015748031496063,.09375,.138686131386861,.476190476190476,22.6771653543307,24.4186046511628,7.19160104986877,8.06201550387597,1.5748031496063,1
עפולה 15,3834,4387,773,234,201,700,2290,2671,55600,40100,4000,5400,.144235785080856,.104285714285714,.164179104477612,.35,18.2576943140323,17.620241622977,5.24256651017214,5.33394118987919,14.4235785080856,1
עפולה 13,3739,3530,1070,400,407,1060,2183,2271,60000,45600,4200,5700,-.0558972987429794,.00943396226415105,-.0171990171990172,.357142857142857,28.3498261567264,30.3116147308782,10.8852634394223,11.3314447592068,-5.58972987429794,1
עפולה 12,2059,2097,1128,552,504,1085,1220,1307,85600,60900,5400,7500,.0184555609519184,.0396313364055298,.0952380952380953,.388888888888889,52.6954832442933,53.79113018598,24.4779018941234,26.3233190271817,1.84555609519184,1
עפולה 11,3248,3456,1157,514,514,1169,2017,2140,67000,54000,4900,6200,.0640394088669951,-.0102651839178786,0,.26530612244898,35.9913793103448,33.4780092592593,15.8251231527094,14.8726851851852,6.40394088669951,1
ענב,530,859, , , , , , , , , , ,.620754716981132, , , , , , , ,62.0754716981132,0
עמקה,563,753, , , , , , , , , , ,.337477797513321, , , , , , , ,33.7477797513321,0
עמנואל,2810,3693,475,117,72,334,1223,1756,49600,29100,3200,5000,.31423487544484,.422155688622754,.625,.5625,11.8861209964413,12.8621716761441,2.56227758007117,3.16815597075548,31.423487544484,0
עמיר,546,592, , , , , , , , , , ,.0842490842490842, , , , , , , ,8.42490842490842,0
עמיקם,579,738, , , , , , , , , , ,.274611398963731, , , , , , , ,27.4611398963731,0
עמיעוז,199,205, , , , , , , , , , ,.0301507537688441, , , , , , , ,3.01507537688441,0
עמיעד,430,442, , , , , , , , , , ,.027906976744186, , , , , , , ,2.7906976744186,0
עמינדב,832,1126, , , , , , , , , , ,.353365384615385, , , , , , , ,35.3365384615385,0
עמוקה,166,135, , , , , , , , , , ,-.186746987951807, , , , , , , ,-18.6746987951807,0
עלמון,798,1377, , , , , , , , , , ,.725563909774436, , , , , , , ,72.5563909774436,0
עלמה,608,712, , , , , , , , , , ,.171052631578947, , , , , , , ,17.1052631578947,0
עלי זהב,431,2739,920,696, , , ,797,115100, , ,10300,5.35498839907193, , , , ,33.5889010587806, ,25.4107338444688,535.498839907193,0
עלי,2853,4310,1918,811,436,1125,1344,1975,45800,33600,3600,5000,.510690501226779,.704888888888889,.860091743119266,.388888888888889,39.4321766561514,44.5011600928074,15.2821591307396,18.8167053364269,51.0690501226779,0
עלומים,391,510, , , , , , , , , , ,.304347826086957, , , , , , , ,30.4347826086957,0
עכו 35,1263,1512, , , , , , , , , , ,.197149643705463, , , , , , , ,19.7149643705463,0
עכו 34,853,917, , , , , , , , , , ,.0750293083235638, , , , , , , ,7.50293083235638,0
עכו 33,3639,3394,568,128,103,442,2296,2281,51600,33200,3800,5200,-.0673261885133278,.285067873303168,.242718446601942,.368421052631579,12.1461940093432,16.73541543901,2.83044792525419,3.7713612256924,-6.73261885133278,1
עכו 32,6242,6133,1862,715,620,1558,3556,3618,61600,47700,4600,5900,-.0174623518103172,.195121951219512,.153225806451613,.282608695652174,24.95994873438,30.3603456709604,9.93271387375841,11.6582422957769,-1.74623518103172,1
